TransactionID|TransactionDate|AccountNumber|CustomerName|TransactionType|Merchant|Category|Amount|Currency|BalanceAfter|PaymentMethod|Status
TXN100464|2025-07-22|ACCT53161|John Smith|D|Walmart|Groceries|1228.91|USD|17367.36|ACH|Pending
TXN100465|2025-07-23|ACCT60436|Jessica Davis|C|Starbucks|Retail|1645.65|USD|1222.79|Zelle|Pending
TXN100466|2025-03-30|ACCT29198|Sarah Miller|D|Target|Retail|517.97|USD|4544.77|Wire|Reversed
TXN100467|2025-06-15|ACCT37337|Jessica Davis|D|Starbucks|Bills|-236.5|USD|13102.31|Credit Card|Reversed
TXN100468|2025-01-08|ACCT54721|David Wilson|C|Walmart|Groceries|1650.66|USD|13520.42|Credit Card|Reversed
TXN100469|2025-10-27|ACCT46566|David Wilson|D|Apple|Dining|4361.59|USD|5138.27|Zelle|Pending
TXN100470|2025-03-24|ACCT75492|Sarah Miller|D|Amazon|Electronics|1425.62|USD|5384.63|Zelle|Reversed
TXN100471|2025-04-05|ACCT27868|Sarah Miller|D|Starbucks|Fuel|3205.76|USD|2039.85|Credit Card|Failed
TXN100472|2025-05-10|ACCT78806|John Smith|D|Starbucks|Retail|1748.55|USD|15656.67|ACH|Pending
TXN100473|2025-06-25|ACCT82940|David Wilson|D|Walmart|Retail|2754.49|USD|16508.74|Debit Card|Completed
TXN100474|2025-12-16|ACCT99704|David Wilson|D|Walmart|Fuel|4120.71|USD|11212.04|Zelle|Reversed
TXN100475|2025-08-21|ACCT28818|David Wilson|D|Target|Electronics|657.33|USD|4797.62|Debit Card|Pending
TXN100476|2025-03-15|ACCT80963|Sarah Miller|D|Target|Fuel|1546.43|USD|6074.53|Debit Card|Reversed
TXN100477|2025-07-15|ACCT73514|Sarah Miller|C|Amazon|Bills|2250.99|USD|17306.79|ACH|Reversed
TXN100478|2025-11-18|ACCT37975|Sarah Miller|C|Amazon|Groceries|3589.51|USD|16895.77|ACH|Pending
TXN100479|2025-10-19|ACCT28286|John Smith|C|Walmart|Electronics|790.94|USD|6177.14|Debit Card|Failed
TXN100480|2025-06-25|ACCT49628|Michael Brown|D|Walmart|Fuel|4589.07|USD|3647.22|Zelle|Reversed
TXN100481|2025-03-19|ACCT62519|David Wilson|C|Costco|Dining|1079.95|USD|3156.05|Credit Card|Failed
TXN100482|2025-04-19|ACCT76395|Michael Brown|C|Walmart|Fuel|1616.55|USD|8622.35|Zelle|Completed
TXN100483|2025-09-15|ACCT98154|David Wilson|D|Apple|Electronics|4916.89|USD|8456.25|Zelle|Pending
TXN100484|2025-02-06|ACCT19103|David Wilson|C|Apple|Dining|4220.91|USD|16639.44|Wire|Failed
TXN100485|2025-07-02|ACCT27200|John Smith|D|Shell|Bills|-12.12|USD|15549.51|ACH|Failed
TXN100486|2025-12-11|ACCT52071|Jessica Davis|D|Apple|Fuel|4577.06|USD|6354.02|Zelle|Failed
TXN100487|2025-08-20|ACCT31446|Jessica Davis|C|Amazon|Retail|-226.87|USD|3519.44|Wire|Failed
TXN100488|2025-08-07|ACCT61368|John Smith|D|Costco|Fuel|1131.76|USD|10476.27|Debit Card|Pending
TXN100489|2025-07-09|ACCT89909|John Smith|C|Walmart|Fuel|4540.6|USD|14700.19|Debit Card|Failed
TXN100490|2025-04-21|ACCT63501|Emily Johnson|D|Shell|Groceries|667.51|USD|17997.46|Zelle|Pending
TXN100491|2025-07-13|ACCT23832|Sarah Miller|C|Amazon|Retail|4616.34|USD|15254.46|Zelle|Failed
TXN100492|2025-09-08|ACCT84939|Michael Brown|D|Target|Fuel|1832.08|USD|5008.0|ACH|Reversed
TXN100493|2025-06-03|ACCT82121|Sarah Miller|C|Starbucks|Groceries|1291.52|USD|6533.36|Credit Card|Pending
TXN100494|2025-05-05|ACCT85936|Jessica Davis|D|Amazon|Retail|3016.62|USD|18037.27|Wire|Failed
TXN100495|2025-08-01|ACCT71698|Emily Johnson|C|Walmart|Retail|1769.52|USD|7382.78|Zelle|Pending
TXN100496|2026-01-30|ACCT61698|Emily Johnson|D|Target|Electronics|379.91|USD|3620.31|Debit Card|Completed
TXN100497|2025-07-14|ACCT23121|Sarah Miller|D|Costco|Dining|2849.65|USD|9150.91|ACH|Pending
TXN100498|2025-07-24|ACCT17656|David Wilson|C|Shell|Electronics|3496.7|USD|10201.39|Wire|Reversed
TXN100499|2025-03-18|ACCT35596|David Wilson|D|Apple|Bills|2908.45|USD|14326.41|ACH|Failed
TXN100500|2025-02-30|ACCT13046|Michael Brown|C|Amazon|Electronics|2716.39|USD|17937.84|Zelle|Pending
TXN100501|2025-07-10|ACCT80989|Michael Brown|C|Apple|Electronics|4406.14|USD|10048.86|ACH|Completed
TXN100502|2025-07-19|ACCT81185|Sarah Miller|D|Starbucks|Retail|2267.7|USD|15542.65|ACH|Completed
TXN100503|2025-07-25|ACCT45673|Emily Johnson|C|Target|Dining|148.45|USD|16353.96|Credit Card|Pending
TXN100504|2026-01-05|ACCT58467|Jessica Davis|D|Costco|Bills|1064.97|USD|13310.26|ACH|Completed
TXN100505|2025-05-25|ACCT98954|Sarah Miller|D|Walmart|Groceries|1066.78|USD|11646.37|Debit Card|Failed
TXN100506|2025-05-20|ACCT63310|David Wilson|D|Walmart|Electronics|4813.57|USD|10427.72|ACH|Failed
TXN100507|2025-03-14|ACCT92692|Michael Brown|D|Amazon|Fuel|1932.34|USD|7468.2|Wire|Reversed
TXN100508|2025-03-31|ACCT98907|Michael Brown|C|Shell|Electronics|463.0|USD|9988.11|Credit Card|Pending
TXN100509|2025-11-19|ACCT58629|Jessica Davis|D|Amazon|Fuel|1876.79|USD|14411.65|Wire|Pending
TXN100510|2025-10-04|ACCT96862|Michael Brown|C|Walmart|Groceries|1586.33|USD|3111.07|ACH|Pending
TXN100511|2026-01-28|ACCT83719|Michael Brown|C|Walmart|Dining|4379.2|USD|5430.34|ACH|Reversed
TXN100512|2025-11-01|ACCT65135|Jessica Davis|C|Target|Dining|213.5|USD|9960.53|Wire|Failed
TXN100513|2025-08-23|ACCT70376|David Wilson|C|Target|Dining|1729.29|USD|1685.15|ACH|Failed
TXN100514|2025-06-26|ACCT69835|David Wilson|C|Shell|Retail|2001.99|USD|8496.97|ACH|Failed
TXN100515|2026-01-24|ACCT41489|Emily Johnson|D|Target|Bills|412.49|USD|15000.84|Credit Card|Completed
TXN100516|2025-03-15|ACCT58615|Emily Johnson|C|Costco|Dining|1180.39|USD|11783.81|Zelle|Completed
TXN100517|2025-01-12|ACCT50476|Michael Brown|C|Walmart|Retail|3303.4|USD|9309.11|ACH|Reversed
TXN100518|2025-08-08|ACCT79748|David Wilson|D|Target|Bills|4786.46|USD|15565.23|ACH|Pending
TXN100519|2025-12-12|ACCT71320|Michael Brown|D|Apple|Groceries|788.17|USD|5032.41|Wire|Failed
TXN100520|2025-11-01|ACCT66094|Sarah Miller|D|Starbucks|Groceries|4570.53|USD|7642.05|Debit Card|Failed
TXN100521|2025-11-24|ACCT11847|David Wilson|C|Costco|Retail|4846.44|USD|17312.69|Credit Card|Completed
TXN100522|2025-05-07|ACCT44799|Sarah Miller|D|Apple|Bills|2764.95|USD|17550.8|Zelle|Reversed
TXN100523|2025-05-08|ACCT16021|David Wilson|D|Apple|Electronics|772.88|USD|16300.46|Zelle|Failed
TXN100524|2025-08-19|ACCT79227|John Smith|D|Amazon|Bills|2413.57|USD|15748.71|ACH|Reversed
TXN100525|2025-06-29|ACCT90035|John Smith|D|Apple|Dining|2461.39|USD|9775.4|Wire|Completed
TXN100526|2025-06-25|ACCT23457|Jessica Davis|D|Starbucks|Bills|-125.33|USD|13838.25|Debit Card|Reversed
TXN100527|2025-03-16|ACCT37910|David Wilson|D|Amazon|Groceries|621.49|USD|2371.74|Debit Card|Completed
TXN100528|2025-10-11|ACCT92962|Michael Brown|D|Shell|Bills|372.34|USD|15593.24|Credit Card|Completed
TXN100529|2025-07-28|ACCT85283|Jessica Davis|C|Target|Electronics|1217.48|USD|16784.26|Zelle|Pending
TXN100530|2025-08-11|ACCT79310|Emily Johnson|D|Amazon|Retail|839.55|USD|13050.07|ACH|Failed
TXN100531|2025-02-20|ACCT53286|Michael Brown|C|Amazon|Electronics|-85.63|USD|7991.08|Wire|Pending
TXN100532|2025-04-01|ACCT28843|Jessica Davis|C|Walmart|Fuel|2174.4|USD|5708.49|Credit Card|Pending
TXN100533|2026-02-05|ACCT47203|David Wilson|C|Starbucks|Bills|3882.24|USD|1228.34|Zelle|Pending
TXN100534|2025-05-15|ACCT76686|Emily Johnson|D|Target|Electronics|2810.94|USD|3387.9|Credit Card|Completed
TXN100535|2025-06-11|ACCT99485|Emily Johnson|C|Starbucks|Dining|1954.18|USD|14286.19|Credit Card|Completed
TXN100536|2025-01-27|ACCT13566|Jessica Davis|C|Costco|Groceries|1408.66|USD|5342.46|Wire|Pending
TXN100537|2025-08-06|ACCT48830|John Smith|C|Shell|Bills|529.05|USD|10314.14|Wire|Failed
TXN100538|2025-11-28|ACCT35481|Jessica Davis|D|Walmart|Groceries|2951.99|USD|5686.11|Wire|Completed
TXN100539|2025-06-23|ACCT65753|Emily Johnson|D|Amazon|Bills|1773.08|USD|4010.86|Zelle|Completed
TXN100540|2026-01-13|ACCT82686||C|Costco|Groceries|-273.75|USD|7960.88|ACH|Reversed
TXN100541|2026-01-15|ACCT81835|David Wilson|D|Target|Dining|282.01|USD|18022.48|Credit Card|Pending
TXN100542|2025-12-25|ACCT80031|Emily Johnson|D|Amazon|Bills|2330.36|USD|8487.31|Credit Card|Pending
TXN100543|2025-06-16|ACCT39318|Michael Brown|C|Costco|Electronics|4626.5|USD|13299.65|Credit Card|Failed
TXN100544|2025-08-09|ACCT71735|Jessica Davis|D|Costco|Electronics|2028.18|USD|17094.7|Debit Card|Failed
TXN100545|2025-04-30|ACCT47661|John Smith|C|Shell|Retail|431.99|USD|8597.7|Credit Card|Reversed
TXN100546|2025-09-07|ACCT97327|Jessica Davis|C|Shell|Dining|4944.7|USD|13763.27|Debit Card|Failed
TXN100547|2025-11-09|ACCT29347|David Wilson|C|Walmart|Electronics|3410.64|USD|6354.69|Wire|Failed
TXN100548|2025-10-01|ACCT48924|Emily Johnson|D|Costco|Dining|2262.8|USD|4662.01|Credit Card|Reversed
TXN100549|2025-01-28|ACCT31192|Jessica Davis|C|Costco|Electronics|-17.87|USD|14646.7|ACH|Failed
TXN100550|2025-11-15|ACCT90525|Michael Brown|C|Target|Fuel|2076.92|USD|3021.59|Wire|Failed
TXN100551|2025-07-13|ACCT56161|Jessica Davis|C|Walmart|Bills|4370.92|USD|19391.41|Wire|Failed
TXN100552|2025-08-21|ACCT87107|John Smith|C|Walmart|Dining|-169.22|USD|12256.5|ACH|Failed
TXN100553|2025-11-13|ACCT13417|Michael Brown|D|Amazon|Bills|-81.13|USD|8699.35|Credit Card|Reversed
TXN100554|2025-10-21|ACCT89061|John Smith|C|Costco|Electronics|2785.34|USD|10577.49|Wire|Pending
TXN100555|2026-02-03|ACCT45118|John Smith|C|Shell|Electronics|312.91|USD|1849.39|Debit Card|Pending
TXN100556|2025-05-03|ACCT83704|Sarah Miller|C|Starbucks|Dining|4474.26|USD|9607.58|Wire|Pending
TXN100557|2025-09-06|ACCT68383|John Smith|C|Starbucks|Bills|414.68|USD|9271.12|ACH|Reversed
TXN100558|2025-06-11|ACCT50358|John Smith|C|Walmart|Electronics|1871.68|USD|13293.17|Zelle|Completed
TXN100559|2026-01-14|ACCT39593|Jessica Davis|D|Amazon|Fuel|173.21|USD|2747.87|Debit Card|Pending
TXN100560|2025-09-13|ACCT49856|John Smith|C|Walmart|Dining|-443.03|USD|9669.31|Wire|Reversed
TXN100561|2025-10-15|ACCT43362|Emily Johnson|D|Walmart|Fuel|3754.29|USD|13463.46|Debit Card|Reversed
TXN100562|2025-01-17|ACCT66476|Emily Johnson|C|Amazon|Bills|2307.79|USD|19929.5|Credit Card|Reversed
TXN100563|2025-09-11|ACCT84224|Emily Johnson|C|Apple|Dining|2153.84|USD|3104.27|Debit Card|Pending
TXN100564|2025-09-11|ACCT61599|Jessica Davis|C|Walmart|Retail|3005.59|USD|6509.1|Zelle|Failed
TXN100565|2025-08-10|ACCT69600|Jessica Davis|C|Walmart|Groceries|394.5|USD|16808.06|Wire|Pending
TXN100566|2025-11-30|ACCT43559|Sarah Miller|D|Target|Retail|3921.29|USD|2821.0|Debit Card|Completed
TXN100567|2025-12-29|ACCT94521|Michael Brown|D|Starbucks|Bills|934.62|USD|7700.53|Credit Card|Pending
TXN100568|2025-06-18|ACCT26294|Sarah Miller|C|Target|Electronics|3895.94|USD|17659.26|ACH|Pending
TXN100569|2025-10-12|ACCT28473|Sarah Miller|D|Costco|Groceries|742.24|USD|6648.45|ACH|Failed
TXN100570|2025-04-28|ACCT89404|David Wilson|D|Amazon|Electronics|407.5|USD|12160.73|Debit Card|Failed
TXN100571|2025-09-21|ACCT16086|Sarah Miller|C|Shell|Fuel|-245.25|USD|4212.22|ACH|Failed
TXN100572|2025-07-13|ACCT53017|Emily Johnson|C|Amazon|Groceries|3816.57|USD|13433.9|Debit Card|Completed
TXN100573|2026-01-11|ACCT74736|Emily Johnson|C|Apple|Retail|954.51|USD|14035.1|Wire|Completed
TXN100574|2025-08-17|ACCT77513|Jessica Davis|D|Target|Retail|3030.83|USD|1527.73|Wire|Pending
TXN100575|2025-03-08|ACCT20225|John Smith|D|Costco|Electronics|4145.04|USD|8499.05|Zelle|Completed
TXN100576|2025-07-29|ACCT53663|Jessica Davis|D|Target|Dining|642.42|USD|12552.89|Debit Card|Reversed
TXN100577|2025-12-18|ACCT18250|Sarah Miller|C|Amazon|Fuel|4694.54|USD|11080.16|Credit Card|Reversed
TXN100578|2025-07-01|ACCT86550|Jessica Davis|D|Walmart|Fuel|1049.01|USD|15270.13|Zelle|Reversed
TXN100579|2026-01-10|ACCT89363|David Wilson|D|Starbucks|Electronics|4592.48|USD|2131.79|Credit Card|Pending
TXN100580|2025-08-10|ACCT22534|Emily Johnson|C|Amazon|Retail|1082.67|USD|13674.71|Debit Card|Reversed
TXN100581|2025-05-13|ACCT30210|Michael Brown|C|Walmart|Bills|2714.81|USD|18626.6|Zelle|Reversed
TXN100582|2025-09-19|ACCT36368|Sarah Miller|D|Apple|Fuel|2822.77|USD|3840.19|Wire|Reversed
TXN100583|2026-01-28|ACCT55990|John Smith|C|Shell|Electronics|1542.74|USD|6841.48|Zelle|Completed
TXN100584|2026-01-25|ACCT45760|John Smith|C|Walmart|Fuel|640.12|USD|13758.23|Wire|Reversed
TXN100585|2025-02-15|ACCT24165|Michael Brown|C|Starbucks|Retail|4558.54|USD|14949.32|Debit Card|Pending
TXN100586|2025-04-23|ACCT29315|Emily Johnson|C|Costco|Dining|2916.95|USD|10415.78|ACH|Reversed
TXN100587|2025-11-25|ACCT42077|Jessica Davis|C|Amazon|Retail|1689.18|USD|3255.46|Wire|Completed
TXN100588|2026-01-29|ACCT70706|John Smith|D|Walmart|Bills|3902.51|USD|2099.48|Wire|Pending
TXN100589|2025-06-25|ACCT44356|Jessica Davis|D|Starbucks|Fuel|463.55|USD|1276.79|Credit Card|Reversed
TXN100590|2025-06-27|ACCT86288|John Smith|D|Amazon|Bills|1075.88|USD|5585.92|Wire|Completed
TXN100591|2025-04-24|ACCT64556|Michael Brown|C|Amazon|Fuel|543.16|USD|11088.63|Wire|Pending
TXN100592|2025-12-26|ACCT40346|Emily Johnson|C|Starbucks|Groceries|3079.58|USD|8111.98|Credit Card|Completed
TXN100593|2025-07-21|ACCT45277|Sarah Miller|C|Costco|Electronics|4383.69|USD|19370.58|Zelle|Pending
TXN100594|2025-03-09|ACCT78310|Michael Brown|D|Starbucks|Fuel|-410.96|USD|12884.58|Wire|Pending
TXN100595|2025-09-18|ACCT16465|David Wilson|C|Target|Fuel|4784.95|USD|13687.08|ACH|Pending
TXN100596|2026-01-25|ACCT60261|Sarah Miller|C|Costco|Dining|2696.83|USD|4191.2|Wire|Completed
TXN100597|2025-08-08|ACCT12744|David Wilson|D|Target|Electronics|4372.72|USD|1916.83|Wire|Reversed
TXN100598|2025-06-03|ACCT68696|Michael Brown|C|Apple|Fuel|712.02|USD|15748.35|Wire|Completed
TXN100599|2025-08-17|ACCT29900|David Wilson|C|Starbucks|Dining|2298.05|USD|2631.03|Wire|Completed
TXN100050|2025-07-06|ACCT55790|Emily Johnson|C|Apple|Groceries|0|USD|17249.82|Wire|Completed
TXN100601|2025-09-16|ACCT34141|Sarah Miller|D|Shell|Bills|2038.59|USD|17896.2|Wire|Failed
TXN100602|2025-07-09|ACCT92338|Michael Brown|C|Target|Electronics|2342.01|USD|6513.2|Debit Card|Reversed
TXN100603|2025-07-12|ACCT88281|Jessica Davis|C|Walmart|Retail|2335.86|USD|2993.61|Debit Card|Failed
TXN100604|2026-01-14|ACCT51386|Emily Johnson|C|Target|Groceries|3494.69|USD|13780.29|Zelle|Reversed
TXN100605|2025-01-30|ACCT36107|Michael Brown|D|Starbucks|Groceries|1151.81|USD|19723.95|Zelle|Pending
TXN100606|2025-11-10|ACCT62060|Sarah Miller|D|Starbucks|Retail|1872.03|USD|17533.65|Zelle|Completed
TXN100607|2025-01-20|ACCT51222|Sarah Miller|D|Amazon|Retail|470.27|USD|9426.09|Wire|Reversed
TXN100608|2025-08-26|ACCT88818|Michael Brown|D|Walmart|Electronics|4412.07|USD|12303.62|Wire|Reversed
TXN100609|2025-05-15|ACCT53473|John Smith|C|Apple|Electronics|2551.45|USD|5794.15|Credit Card|Completed
TXN100610|2025-06-10|ACCT34764|Michael Brown|C|Starbucks|Retail|2240.46|USD|3039.37|Wire|Completed
TXN100611|2025-07-04|ACCT40134|Sarah Miller|C|Amazon|Bills|-241.05|USD|13697.05|ACH|Reversed
TXN100612|2026-02-03|ACCT61507|Emily Johnson|D|Costco|Groceries|-439.95|USD|8318.56|Debit Card|Pending
TXN100613|2025-12-24|ACCT57942|John Smith|C|Starbucks|Retail|4232.33|USD|12175.33|Debit Card|Failed
TXN100614|2025-01-19|ACCT12258|Sarah Miller|D|Amazon|Bills|3179.57|USD|4873.47|Wire|Pending
TXN100615|2025-01-02|ACCT43171|John Smith|D|Costco|Bills|1862.93|USD|15408.01|ACH|Reversed
TXN100616|2025-07-17|ACCT67601|John Smith|C|Walmart|Fuel|63.38|USD|14086.39|Wire|Pending
TXN100617|2025-07-24|ACCT25375|Michael Brown|D|Target|Retail|4983.8|USD|8160.72|Credit Card|Reversed
TXN100618|2025-03-28|ACCT84292|John Smith|C|Starbucks|Fuel|2063.11|USD|19260.28|Debit Card|Failed
TXN100619|2025-09-02|ACCT70935|John Smith|D|Apple|Fuel|3517.27|USD|16587.08|Credit Card|Failed
TXN100620|2025-08-22|ACCT40540|Emily Johnson|D|Costco|Retail|-447.63|USD|15573.26|Credit Card|Failed
TXN100621|2025-10-15|ACCT83006|Sarah Miller|D|Starbucks|Retail|307.22|USD|13972.4|ACH|Completed
TXN100622|2025-05-10|ACCT45033|Emily Johnson|D|Target|Dining|1059.25|USD|1048.71|Debit Card|Failed
TXN100623|2025-03-15|ACCT80276|David Wilson|D|Target|Retail|1139.41|USD|16764.76|Credit Card|Reversed
TXN100624|2025-05-09|ACCT78309|John Smith|D|Shell|Bills|4131.86|USD|11623.74|Debit Card|Failed
TXN100625|2025-05-30|ACCT70990|Sarah Miller|C|Apple|Fuel|1022.98|USD|13059.12|Wire|Failed
TXN100626|2025-07-13|ACCT26269|Michael Brown|D|Shell|Bills|4225.17|USD|11716.04|Credit Card|Pending
TXN100627|2025-07-13|ACCT18958|Sarah Miller|C|Walmart|Fuel|4678.53|USD|14980.31|Zelle|Failed
TXN100628|2025-11-26|ACCT60261|Michael Brown|C|Target|Dining|2792.54|USD|17844.47|Zelle|Reversed
TXN100629|2025-03-12|ACCT29968|David Wilson|C|Costco|Groceries|4347.8|USD|11462.08|Wire|Completed
TXN100630|2025-07-15|ACCT25348|Michael Brown|C|Target|Dining|4235.71|USD|3891.23|ACH|Failed
TXN100631|2026-01-04|ACCT84125|Emily Johnson|D|Costco|Retail|755.26|USD|6905.24|Debit Card|Pending
TXN100632|2025-12-11|ACCT11519|Sarah Miller|C|Apple|Bills|-464.8|USD|6957.43|Credit Card|Completed
TXN100633|2025-12-05|ACCT91942|David Wilson|C|Amazon|Dining|-455.17|USD|5669.8|Debit Card|Pending
TXN100634|2025-08-05|ACCT86650|Jessica Davis|D|Apple|Retail|416.28|USD|17647.06|ACH|Failed
TXN100635|2025-07-19|ACCT35718|Emily Johnson|C|Shell|Retail|4176.63|USD|3358.05|ACH|Reversed
TXN100636|2025-01-25|ACCT39157|Jessica Davis|D|Amazon|Groceries|2811.6|USD|4574.84|ACH|Pending
TXN100637|2025-03-27|ACCT60830|Michael Brown|D|Starbucks|Retail|3088.27|USD|3754.15|Zelle|Failed
TXN100638|2025-01-19|ACCT48552|Emily Johnson|D|Shell|Fuel|4421.94|USD|17917.25|Wire|Reversed
TXN100639|2025-10-20|ACCT65514|John Smith|C|Target|Dining|541.99|USD|2123.05|Wire|Failed
TXN100640|2025-02-14|ACCT84675|David Wilson|D|Target|Electronics|2391.41|USD|8008.27|Credit Card|Reversed
TXN100641|2025-05-11|ACCT16435|David Wilson|D|Apple|Fuel|2134.86|USD|5226.22|Debit Card|Failed
TXN100642|2025-09-03|ACCT61887|Jessica Davis|D|Starbucks|Fuel|1855.5|USD|5341.4|ACH|Pending
TXN100643|2025-07-03|ACCT12359|Jessica Davis|C|Amazon|Bills|4853.93|USD|8748.12|Credit Card|Completed
TXN100644|2025-12-04|ACCT20956|John Smith|D|Shell|Groceries|2090.6|USD|11337.12|Wire|Failed
TXN100645|2025-12-24|ACCT26781|John Smith|D|Amazon|Electronics|336.26|USD|8000.65|Wire|Pending
TXN100646|2025-05-21|ACCT60921|Emily Johnson|C|Starbucks|Groceries|1617.26|USD|2738.31|ACH|Pending
TXN100647|2025-11-03|ACCT86428|Jessica Davis|C|Walmart|Dining|2323.14|USD|1920.33|Debit Card|Pending
TXN100648|2025-12-23|ACCT99645|David Wilson|D|Amazon|Groceries|2094.83|USD|16597.69|ACH|Failed
TXN100649|2025-07-11|ACCT80954|Jessica Davis|C|Walmart|Electronics|2053.99|USD|8312.78|Debit Card|Pending
TXN100650|2025-12-28|ACCT99255|Sarah Miller|D|Costco|Dining|3430.28|USD|9248.08|Zelle|Reversed
TXN100651|2025-07-01|ACCT12557|Jessica Davis|D|Costco|Retail|2119.44|USD|13976.42|Credit Card|Completed
TXN100652|2025-08-20|ACCT41980|Sarah Miller|D|Target|Fuel|1709.35|USD|4708.47|Zelle|Completed
TXN100653|2026-02-03|ACCT47813|Emily Johnson|D|Shell|Bills|4201.88|USD|9827.3|ACH|Pending
TXN100654|2025-01-16|ACCT14942|Emily Johnson|C|Starbucks|Dining|3330.91|USD|16664.01|Debit Card|Completed
TXN100655|2025-01-19|ACCT22386|Michael Brown|C|Costco|Fuel|3603.92|USD|10594.72|Zelle|Pending
TXN100656|2025-11-19|ACCT13335|John Smith|D|Starbucks|Fuel|2628.77|USD|1159.96|Debit Card|Failed
TXN100657|2025-10-31|ACCT91091|Sarah Miller|D|Walmart|Groceries|4640.16|USD|8634.63|Wire|Completed
TXN100658|2025-05-10|ACCT80308|Sarah Miller|C|Target|Bills|3348.09|USD|4408.88|Wire|Reversed
TXN100659|2026-01-09|ACCT87569|Sarah Miller|C|Shell|Electronics|1693.54|USD|19151.24|Zelle|Pending
TXN100660|2025-10-26|ACCT90075|Jessica Davis|D|Walmart|Electronics|1263.48|USD|4083.45|Credit Card|Failed
TXN100661|2025-02-19|ACCT65708|Sarah Miller|D|Target|Groceries|1539.17|USD|17184.44|Debit Card|Completed
TXN100662|2025-05-20|ACCT20143|John Smith|D|Walmart|Fuel|1992.71|USD|6331.67|Zelle|Reversed
TXN100663|2025-07-30|ACCT78651|Emily Johnson|C|Target|Dining|433.6|USD|11892.03|Debit Card|Reversed
TXN100664|2025-06-08|ACCT62549|Emily Johnson|D|Costco|Retail|-42.54|USD|1442.73|Wire|Reversed
TXN100665|2025-03-04|ACCT30176|Michael Brown|D|Starbucks|Groceries|2888.46|USD|7181.06|Credit Card|Failed
TXN100666|2025-01-16|ACCT77680|Emily Johnson|D|Walmart|Dining|1351.23|USD|7692.87|Wire|Pending
TXN100667|2025-07-07|ACCT10911|Sarah Miller|C|Target|Bills|4912.47|USD|18858.27|ACH|Reversed
TXN100668|2025-04-09|ACCT93705|John Smith|C|Apple|Dining|284.3|USD|15686.18|ACH|Pending
TXN100669|2026-01-07|ACCT77525|Sarah Miller|C|Amazon|Dining|3238.16|USD|13097.93|Debit Card|Reversed
TXN100670|2025-04-10|ACCT40961|Sarah Miller|D|Costco|Bills|870.57|USD|17044.37|ACH|Reversed
TXN100671|2025-10-26|ACCT29713|Michael Brown|C|Amazon|Retail|788.93|USD|12082.95|Wire|Failed
TXN100672|2025-03-06|ACCT72271|John Smith|C|Walmart|Retail|3731.98|USD|5981.34|Debit Card|Completed
TXN100673|2025-01-23|ACCT97062|Emily Johnson|C|Apple|Retail|2542.05|USD|13034.37|Wire|Pending
TXN100674|2025-08-14|ACCT66093|Emily Johnson|C|Starbucks|Groceries|3957.88|USD|7436.66|ACH|Pending
TXN100675|2025-07-03|ACCT41850|Michael Brown|D|Costco|Fuel|4173.71|USD|1557.55|Wire|Reversed
TXN100676|2025-02-27|ACCT39010|John Smith|D|Starbucks|Retail|-188.87|USD|7102.53|Credit Card|Failed
TXN100677|2025-06-12|ACCT99346|Sarah Miller|C|Shell|Retail|710.0|USD|7249.74|ACH|Pending
TXN100678|2025-03-11|ACCT85765|John Smith|C|Walmart|Bills|751.11|USD|15217.33|Debit Card|Reversed
TXN100679|2025-09-01|ACCT98246|Emily Johnson|C|Target|Retail|1974.08|USD|14027.55|Debit Card|Completed
TXN100680|2025-06-21|ACCT39355|Sarah Miller|D|Shell|Fuel|4967.9|USD|14517.18|Zelle|Completed
TXN100681|2025-10-18|ACCT31877|David Wilson|C|Target|Bills|3413.79|USD|8255.64|Debit Card|Failed
TXN100682|2025-02-20|ACCT61419|Michael Brown|D|Shell|Electronics|3938.96|USD|4814.76|Credit Card|Completed
TXN100683|2025-12-10|ACCT51136|Sarah Miller|C|Shell|Retail|-144.19|USD|12794.16|Zelle|Pending
TXN100684|2025-04-07|ACCT44839|Sarah Miller|D|Costco|Groceries|1902.66|USD|13497.23|Wire|Reversed
TXN100685|2025-04-16|ACCT90116|Jessica Davis|C|Starbucks|Electronics|544.32|USD|8206.7|Credit Card|Completed
TXN100686|2026-01-27|ACCT83292|John Smith|D|Costco|Bills|2576.17|USD|9210.36|ACH|Pending
TXN100687|2026-01-12|ACCT87224|Jessica Davis|D|Costco|Retail|2837.76|USD|9708.93|Debit Card|Failed
TXN100688|2025-12-02|ACCT38429|David Wilson|D|Apple|Fuel|231.95|USD|19811.13|ACH|Completed
TXN100689|2025-05-20|ACCT80596|Jessica Davis|C|Target|Dining|1213.17|USD|3322.01|ACH|Reversed
TXN100690|2025-12-23|ACCT38934|Michael Brown|D|Walmart|Retail|351.92|USD|3225.8|Credit Card|Reversed
TXN100691|2025-05-22|ACCT30619|Emily Johnson|C|Shell|Groceries|2225.81|USD|11729.01|ACH|Completed
TXN100692|2026-01-02|ACCT58809|Emily Johnson|D|Costco|Fuel|-334.42|USD|6619.42|Wire|Failed
TXN100693|2025-10-29|ACCT21187|Sarah Miller|C|Target|Retail|731.92|USD|12291.98|Wire|Failed
TXN100694|2026-01-08|ACCT10777|Jessica Davis|C|Target|Fuel|2980.21|USD|1300.93|Debit Card|Pending
TXN100695|2025-03-10|ACCT78705|Michael Brown|C|Apple|Groceries|1548.84|USD|5823.4|ACH|Reversed
